OmniClass_Code,OmniClass_Title,Description
13-33 11 15-15,Ski Lift Space,nan
13-33 11 15-16,Exercise Space,nan
13-33 11 15-17,Workout Station,nan
13-33 11 15-18,Aerobic Studio,nan
13-33 11 15-19,Climbing Wall,nan
13-33 11 15-20,Ropes Course Elements,nan
13-33 13 00,Swimming Pools,nan
13-33 13 11,Outdoor Swimming Pool,nan
13-33 13 13,Indoor Swimming Pool,nan
13-33 13 13-1,Diving Tank,nan
13-33 15 00,Non-Athletic Recreation Spaces,nan
13-33 15 11,Park,nan
13-37 11 15-2,Audience Seating Space,nan
13-51 14 29,"Nursery, Airborne Infection Isolation",nan
13-51 14 31,"Nursery, Observation",nan
13-51 61 73,Whirlpool,nan
13-51 61 75,Rehabilitation Living Skills Training Apartment,nan
13-51 64 00,Dental Spaces,nan
13-51 64 11,Dental CS Suite,nan
13-51 64 13,Dental Hygiene and Operatory Room,nan
13-51 64 15,Dental Hygiene Room,nan
13-51 64 17,Dental Porcelain Room,nan
13-51 64 19,Dental Prosthetics Laboratory,nan
13-51 64 21,Dental Screening Room,nan
13-51 64 23,Dental Self Preparation Area,nan
13-51 64 25,"Dental Treatment t Room, Mini Laboratory",nan
13-51 64 27,Dental Treatment Room,nan
13-51 64 29,"Dental Treatment Room, Conscious Sedation Support",nan
13-51 64 31,"Dental Treatment Room, Endodontics",nan
13-51 64 33,"Dental Treatment Room, Orthodontics",nan
13-51 64 35,"Dental Treatment Room, Pediatrics",nan
13-51 64 37,"Dental Treatment Room, Periodontics",nan
13-51 64 39,"Dental Treatment Room, Prosthodontics",nan
13-51 64 41,Dental X-Ray Room,nan
13-51 64 43,Instrument Preparation and Sterilization Room,nan
13-51 64 45,Maxillo-Facial Laboratory,nan
13-51 64 47,Maxillo-Facial Treatment Room,nan
13-51 64 49,Oral Pathology Laboratory,nan
13-51 64 51,Oral Surgery Residency Room,nan
13-51 64 53,Oral Surgery Room,nan
13-51 64 55,Panoramic Dental X-Ray Room,nan
13-51 64 57,Dental X-Ray Support Room,nan
13-51 67 00,Medical Research and Development Spaces,nan
13-51 67 11,Research Animal Recovery Area,nan
13-51 67 13,"Barrier Suite, Procedure Laboratory",nan
13-51 67 15,Biomedical Research BSL3 Suite Tissue Culture Room,nan
13-51 67 17,Biomedical Research Tissue Culture Room,nan
13-51 67 18,"Laboratory, Research, Biochemistry",nan
13-51 67 19,Biosafety Level 3 Laboratory,nan
13-51 67 21,"BSL3 Infectious Disease Suite, Procedure Laboratory",nan
13-51 67 23,BSL3 Procedure Room,nan
13-51 67 25,Environmental Suite Infectious Disease Procedure Laboratory,nan
13-51 67 27,Research Infectious Disease Animal Holding Area,nan
13-51 67 29,Research Veterinary Radiography Control Room,nan
13-51 67 31,Research and Development Machine Shop,nan
13-51 67 33,Research Veterinary Radiography Procedure Room,nan
13-51 67 35,Research Diagnostic Laboratory,nan
13-51 67 37,Research NMR Room,nan
13-51 67 39,Research Procedure Laboratory,nan
13-51 67 41,"Research Veterinary Surgical Suite, Animal Preparation Room",nan
13-51 67 43,Research Veterinary BSL3 Infectious Disease Suite Holding Room,nan
13-51 67 45,Research Veterinary Barrier Suite Holding Room,nan
13-51 67 47,Research Veterinary Chemical/Radioisotope Suite Holding Room,nan
13-51 67 49,Research Veterinary Environmental Suite Holding Room,nan
13-51 67 51,Research Veterinary Quarantine Holding Room,nan
13-55 15 00,Trading Spaces,nan
13-57 13 15-8,Table Bussing Station,nan
13-61 17 00,Spaces for Protection from Violence,nan
14-34 11 27,Summit,nan
21-01 90 30-1,Anchor Tiebacks,nan
21-01 90 30-2,Cofferdams,nan
21-01 90 30-3,Cribbing and Walers,nan
21-01 90 30-4,Ground Freezing,nan
21-01 90 30-5,Slurry Walls,nan
21-01 90 40,Soil Treatment,nan
21-02 00 00,Shell,nan
21-02 20 80-1,Exterior Fixed Grilles and Screens,nan
21-02 20 80-2,Exterior Opening Protection Devices,nan
21-02 20 80-3,Exterior Balcony Walls and Railings,nan
21-03 10 30-6,Interior Panel Doors,nan
21-03 10 30-7,Interior Special Function Doors,nan
21-03 10 30-8,Interior Access Doors and Panels,nan
21-03 10 30-9,Interior Door Supplementary Components,nan
21-04 20 20,Sanitary Drainage,nan
21-04 20 20-1,Sanitary Sewerage Equipment,nan
21-04 20 20-2,Sanitary Sewerage Piping,nan
21-04 40 10-1,Water-Based Fire-Suppression,nan
21-04 40 10-2,Fire-Extinguishing,nan
21-04 60 30-2,Electronic Digital Systems,nan
21-06 10 20-2,Space Frames,nan
21-06 10 20-3,Geodesic Structures,nan
21-06 10 20-4,Manufacturer-Engineered Structures,nan
21-06 10 20-5,Manufactured Canopies,nan
21-07 00 00,Sitework,nan
21-07 10 00,Site Preparation,nan
21-07 10 10,Site Clearing,nan
21-07 20 30-1,Pedestrian Pavement,nan
21-07 20 30-2,Pedestrian Pavement Curbs and Gutters,nan
21-07 30 30-4,Site Storm Water Drains,nan
22-00 31 25-3,Existing Metals Information,nan
22-00 31 25-4,"Existing Wood, Plastics, and Composites Information",nan
22-00 31 25-5,Existing Thermal and Moisture Protection Information,nan
22-00 31 26,Existing Hazardous Material Information,nan
22-00 31 26-1,Existing Asbestos Information,nan
22-00 31 26-2,Existing Lead Information,nan
22-00 31 26-3,Existing Polychlorinate Biphenyl Information,nan
22-00 31 26-4,Existing Mold Information,nan
22-00 31 26-5,Existing Hazardous Waste Drum Information,nan
22-00 31 31,Geophysical Data,nan
22-00 31 31-1,Seismic Investigations Information,nan
22-00 31 31-2,Gravity Investigations Information,nan
22-00 31 31-3,Magnetic Investigations Information,nan
22-00 31 31-4,Electromagnetic Investigations Information,nan
22-00 31 31-5,Electrical Resistivity Investigations Information,nan
22-00 31 31-6,Magnetotelluric Investigations Information,nan
22-00 31 32,Geotechnical Data,nan
22-00 31 32-1,Subsurface Drilling and Sampling Information,nan
22-00 31 32-2,Material Testing Information,nan
22-00 31 32-3,Exploratory Excavation Information,nan
22-00 31 32-4,Geotechnical Monitoring Information,nan
22-00 31 43,Permit Application,nan
22-00 31 46,Permits,nan
22-00 40 00,Procurement Forms and Supplements,nan
22-00 41 00,Bid Forms,nan
22-00 41 13,Bid Form - Stipulated Sum (Single-Prime Contract),nan
22-00 41 16,Bid Form - Stipulated Sum (Multiple-Prime Contract),nan
22-00 41 23,Bid Form - Construction Management (Single-Prime Contract),nan
22-00 41 26,Bid Form - Construction Management (Multiple-Prime Contract),nan
22-00 41 33,Bid Form - Cost-Plus-Fee (Single-Prime Contract),nan
22-00 41 36,Bid Form - Cost-Plus-Fee (Multiple-Prime Contract),nan
22-00 41 43,Bid Form - Unit Price (Single-Prime Contract),nan
22-00 41 46,Bid Form - Unit Price (Multiple-Prime Contract),nan
22-00 41 53,Bid Form - Design/Build (Single-Prime Contract),nan
22-00 41 56,Bid Form - Design/Build (Multiple-Prime Contract),nan
22-00 41 63,Bid Form - Purchase Contract,nan
22-00 42 00,Proposal Forms,nan
22-00 42 13,Proposal Form - Stipulated Sum (Single-Prime Contract),nan
22-00 42 16,Proposal Form - Stipulated Sum (Multiple-Prime Contract),nan
22-00 42 23,Proposal Form - Construction Management (Single-Prime Contract),nan
22-00 42 26,Proposal Form - Construction Management (Multiple-Prime Contract),nan
22-00 42 33,Proposal Form - Cost-Plus-Fee (Single-Prime Contract),nan
22-00 42 36,Proposal Form - Cost-Plus-Fee (Multiple-Prime Contract),nan
22-00 42 43,Proposal Form - Unit Price (Single-Prime Contract),nan
22-00 42 46,Proposal Form - Unit Price (Multiple-Prime Contract),nan
22-00 42 53,Proposal Form - Design/Build (Single-Prime Contract),nan
22-00 42 56,Proposal Form - Design/Build (Multiple-Prime Contract),nan
22-00 42 63,Proposal Form - Purchase Contract,nan
22-00 42 73,Proposal Form - Performance Contract,nan
22-00 43 00,Procurement Form Supplements,nan
22-00 52 73,Agreement Form - Performance Contract,nan
22-00 93 53,Record Proposal Requests,nan
22-01 26 13,Requests for Information,nan
22-01 26 19,Clarification Notices,nan
22-01 26 33,Minor Changes in the Work,nan
22-01 26 36,Supplemental Instructions,nan
22-01 26 39,Field Orders,nan
22-01 26 43,Amendments,nan
22-01 26 46,Construction Change Directives,nan
22-01 26 49,Work Change Directives,nan
22-01 26 53,Proposal Requests,nan
22-01 26 54,Proposal Worksheet Summaries,nan
22-01 26 57,Change Order Requests,nan
22-01 26 63,Change Orders,nan
22-01 29 00,Payment Procedures,nan
22-01 29 73,Schedule of Values,nan
22-01 29 76,Progress Payment Procedures,nan
22-01 29 83,Payment Procedures for Testing Laboratory Services,nan
22-01 30 00,Administrative Requirements,nan
22-01 31 00,Project Management and Coordination,nan
22-01 31 13,Project Coordination,nan
22-01 31 14,Facility Services Coordination,nan
22-01 31 16,Multiple Contract Coordination,nan
22-01 31 19,Project Meetings,nan
22-01 31 19-1,Preconstruction Meetings,nan
22-01 31 19-2,Site Mobilization Meetings,nan
22-01 31 19-3,Progress Meetings,nan
22-01 31 19-4,Preinstallation Meetings,nan
22-01 31 23,Project Web Site,nan
22-01 31 26,Electronic Communication Protocols,nan
22-01 32 00,Construction Progress Documentation,nan
22-01 32 13,Scheduling of Work,nan
22-01 32 16,Construction Progress Schedule,nan
22-01 32 16-1,Network Analysis Schedules,nan
22-01 32 19,Submittals Schedule,nan
22-01 32 23,Survey and Layout Data,nan
22-01 32 26,Construction Progress Reporting,nan
22-01 32 29,Periodic Work Observation,nan
22-01 32 33,Photographic Documentation,nan
22-01 32 36,Video Monitoring and Documentation,nan
22-01 32 43,Purchase Order Tracking,nan
22-01 33 00,Submittal Procedures,nan
22-01 33 13,Certificates,nan
22-01 33 16,Design Data,nan
22-01 33 19,Field Test Reporting,nan
22-01 33 23,"Shop Drawings, Product Data, and Samples",nan
22-01 33 26,Source Quality Control Reporting,nan
22-01 33 29,Sustainable Design Reporting,nan
22-01 33 29-1,Material Cost Summary Form,nan
22-01 33 29-2,Wood-Containing Product List,nan
22-01 33 29-3,Metal-Containing Product List,nan
22-01 33 29-4,Material Content Form,nan
22-01 33 29-5,New Product Source Form,nan
22-01 33 29-6,Reused Product Form,nan
22-01 33 29-7,Prohibited Content Installer Certification,nan
22-01 35 00,Special Procedures,nan
22-02 21 13-1,Boundary and Survey Markers,nan
22-02 21 13-2,Archaeological and Historic Surveys,nan
22-02 21 16,Measured Drawings,nan
22-02 21 19,Utilities Surveys,nan
22-02 22 00,Existing Conditions Assessment,nan
22-02 22 13,Movement and Vibration Assessment,nan
22-02 22 16,Acoustic Assessment,nan
22-02 22 19,Traffic Assessment,nan
22-02 22 23,Accessibility Assessment,nan
22-02 24 00,Environmental Assessment,nan
22-02 24 13,Natural Environment Assessment,nan
22-02 24 13-1,Air Assessment,nan
22-02 24 13-2,Water Assessment,nan
22-02 24 13-3,Land Assessment,nan
22-02 24 23,Chemical Sampling and Analysis of Soils,nan
22-02 24 43,Transboundary and Global Environmental Aspects Assessment,nan
22-02 25 00,Existing Material Assessment,nan
22-02 25 16,Existing Concrete Assessment,nan
22-02 25 16-1,Concrete Assessment Drilling,nan
22-02 25 19,Existing Masonry Assessment,nan
22-02 25 19-1,Masonry Assessment Drilling,nan
22-02 25 23,Existing Metals Assessment,nan
22-02 25 23-1,Welding Investigations,nan
22-02 25 26,"Existing Wood, Plastics, and Composites Assessment",nan
22-02 25 29,Existing Thermal and Moisture Protection Assessment,nan
22-02 25 29-1,Waterproofing Investigations,nan
22-02 25 29-2,Roofing Investigations,nan
22-02 26 00,Hazardous Material Assessment,nan
22-02 26 23,Asbestos Assessment,nan
22-02 26 26,Lead Assessment,nan
22-02 26 29,Polychlorinated Biphenyl Assessment,nan
22-02 26 33,Biological Assessment,nan
22-02 26 33-1,Mold Assessment,nan
22-02 26 36,Hazardous Waste Drum Assessment,nan
22-02 30 00,Subsurface Investigation,nan
22-02 31 00,Geophysical Investigations,nan
22-02 31 13,Seismic Investigations,nan
22-02 31 16,Gravity Investigations,nan
22-02 31 19,Magnetic Investigations,nan
22-02 31 23,Electromagnetic Investigations,nan
22-02 31 26,Electrical Resistivity Investigations,nan
22-02 31 29,Magnetotelluric Investigations,nan
22-02 32 00,Geotechnical Investigations,nan
22-02 32 13,Subsurface Drilling and Sampling,nan
22-02 32 16,Material Testing,nan
22-02 32 19,Exploratory Excavations,nan
22-02 32 23,Geotechnical Monitoring Before Construction,nan
22-02 32 23-1,Groundwater Monitoring Before Construction,nan
22-02 40 00,Demolition and Structure Moving,nan
22-02 41 00,Demolition,nan
22-02 41 13,Selective Site Demolition,nan
22-02 54 19-1,Bioremediation Using Landfarming,nan
22-02 83 33,Removal and Disposal of Material Containing Lead,nan
22-03 06 20-1,Concrete Beam Reinforcing Schedule,nan
22-03 06 20-2,Concrete Slab Reinforcing Schedule,nan
22-03 06 30,Schedules for Cast-in-Place Concrete,nan
22-03 06 30-1,Concrete Footing Schedule,nan
22-03 25 13,Glass Fiber-Reinforced Polymer Reinforcing,nan
22-03 25 16,Organic Fiber-Reinforced Polymer Reinforcing,nan
22-03 45 00,Precast Architectural Concrete,nan
22-04 27 00,Multiple-Wythe Unit Masonry,nan
22-04 27 13,Composite Unit Masonry,nan
22-05 55 13,Metal Stair Treads,nan
22-06 00 00,"Wood, Plastics, and Composites",nan
22-06 01 00,"Maintenance of Wood, Plastics, and Composites",nan
22-06 01 10,Maintenance of Rough Carpentry,nan
22-06 01 10-1,Rough Carpentry Rehabilitation,nan
22-06 01 10-2,Rough Carpentry Restoration,nan
22-06 01 10-3,Rough Carpentry Preservation,nan
22-06 01 20,Maintenance of Finish Carpentry,nan
22-06 01 20-1,Finish Carpentry Rehabilitation,nan
22-06 01 20-2,Finish Carpentry Restoration,nan
22-06 01 20-3,Finish Carpentry Preservation,nan
22-06 01 40,Maintenance of Architectural Woodwork,nan
22-06 01 40-1,Architectural Woodwork Cleaning,nan
22-06 01 40-2,Architectural Woodwork Refinishing,nan
22-06 01 40-3,Architectural Woodwork Restoration,nan
22-06 01 50,Maintenance of Structural Plastics,nan
22-06 01 60,Maintenance of Plastic Fabrications,nan
22-06 01 60-1,Plastic Cleaning,nan
22-06 01 60-2,Plastic Rehabilitation,nan
22-06 01 60-3,Plastic Restoration,nan
22-06 01 60-4,Plastic Preservation,nan
22-06 01 70,Maintenance of Structural Composites,nan
22-06 01 80,Maintenance of Composite Assemblies,nan
22-06 01 80-1,Composite Cleaning,nan
22-06 01 80-2,Composite Rehabilitation,nan
22-06 01 80-3,Composite Restoration,nan
22-06 01 80-4,Composite Preservation,nan
22-06 03 00,Conservation Treatment for Period Wood,nan
22-06 03 01,Maintenance for Period Wood,nan
22-06 03 01-1,Period Wood Storage and Protection,nan
22-06 03 05,Common Work Results for Period Wood,nan
22-06 42 13,Wood Board Paneling,nan
22-06 42 14,Stile and Rail Wood Paneling,nan
22-06 66 00,Custom Ornamental Simulated Woodwork,nan
22-07 03 32,Conservation Treatment for Period Roof Tiles,nan
22-07 14 16,Cold Fluid-Applied Waterproofing,nan
22-07 15 00,Sheet Metal Waterproofing,nan
22-07 15 13,Sheet Lead Waterproofing,nan
22-07 16 00,Cementitious and Reactive Waterproofing,nan
22-07 16 13,Polymer Modified Cement Waterproofing,nan
22-07 16 16,Crystalline Waterproofing,nan
22-07 16 19,Metal Oxide Waterproofing,nan
22-07 17 00,Bentonite Waterproofing,nan
22-07 17 13,Bentonite Panel Waterproofing,nan
22-07 17 16,Bentonite Composite Sheet Waterproofing,nan
22-07 18 00,Traffic Coatings,nan
22-07 18 13,Pedestrian Traffic Coatings,nan
22-07 18 16,Vehicular Traffic Coatings,nan
22-07 19 00,Water Repellents,nan
22-07 19 13,Acrylic Water Repellents,nan
22-07 19 16,Silane Water Repellents,nan
22-07 19 19,Silicone Water Repellents,nan
22-07 19 23,Siloxane Water Repellents,nan
22-07 19 26,Stearate Water Repellents,nan
22-07 19 29,Penetrating Polyester Water Repellents,nan
22-07 20 00,Thermal Protection,nan
22-07 21 00,Thermal Insulation,nan
22-07 21 13,Board Insulation,nan
22-07 21 13-1,Foam Board Insulation,nan
22-07 21 13-2,Fibrous Board Insulation,nan
22-07 21 13-3,Mineral Board Insulation,nan
22-07 21 16,Blanket Insulation,nan
22-07 21 19,Foamed-In-Place Insulation,nan
22-07 21 23,Loose-Fill Insulation,nan
22-07 21 26,Blown Insulation,nan
22-07 21 29,Sprayed Insulation,nan
22-07 21 53,Reflective Insulation,nan
22-07 21 63,Fluid-Applied Insulative Coating,nan
22-07 22 00,Roof and Deck Insulation,nan
22-07 22 13,Asphaltic Perlite Concrete Deck,nan
22-07 22 16,Roof Board Insulation,nan
22-07 24 00,Exterior Insulation and Finish Systems,nan
22-07 24 13,Polymer-Based Exterior Insulation and Finish System,nan
22-07 24 16,Polymer-Modified Exterior Insulation and Finish System,nan
22-07 24 19,Water-Drainage Exterior Insulation and Finish System,nan
22-07 24 23,Direct-Applied Finish Systems,nan
22-07 25 00,Weather Barriers,nan
22-07 26 00,Vapor Retarders,nan
22-07 26 13,Above-Grade Vapor Retarders,nan
22-07 26 16,Below-Grade Vapor Retarders,nan
22-07 26 23,Below-Grade Gas Retarders,nan
22-07 27 00,Air Barriers,nan
22-07 27 13,Modified Bituminous Sheet Air Barriers,nan
22-07 27 16,Sheet Metal Membrane Air Barriers,nan
22-07 27 19,Plastic Sheet Air Barriers,nan
22-07 42 46,Cementitious Wall Panels,nan
22-07 42 63,Fabricated Wall Panel Assemblies,nan
22-07 42 93,Soffit Panels,nan
22-07 44 00,Faced Panels,nan
22-07 44 13,Aggregate Coated Panels,nan
22-07 44 16,Porcelain Enameled Faced Panels,nan
22-07 44 19,Tile-Faced Panels,nan
22-07 44 23,Ceramic-Tile-Faced Panels,nan
22-07 44 33,Metal Faced Panels,nan
22-07 44 53,Glass-Fiber-Reinforced Cementitious Panels,nan
22-07 44 56,Mineral-Fiber-Reinforced Cementitious Panels,nan
22-07 44 63,Fabricated Faced Panel Assemblies,nan
22-07 46 00,Siding,nan
22-07 46 16,Aluminum Siding,nan
22-07 46 19,Steel Siding,nan
22-07 46 21,Zinc Siding,nan
22-07 46 23,Wood Siding,nan
22-07 46 24,Wood Shingle and Shake Siding,nan
22-07 46 24-1,Wood Shingle Siding,nan
22-07 46 24-2,Wood Shake Siding,nan
22-07 46 26,Hardboard Siding,nan
22-07 46 29,Plywood Siding,nan
22-07 46 33,Plastic Siding,nan
22-07 46 43,Composition Siding,nan
22-07 46 46,Fiber-Cement Siding,nan
22-07 46 63,Fabricated Panel Assemblies with Siding,nan
22-07 50 00,Membrane Roofing,nan
22-07 51 00,Built-Up Bituminous Roofing,nan
22-07 51 13,Built-Up Asphalt Roofing,nan
22-07 51 13-1,Cold-Applied Built-Up Asphalt Roofing,nan
22-07 51 16,Built-Up Coal Tar Roofing,nan
22-07 51 23,Glass-Fiber-Reinforced Asphalt Emulsion Roofing,nan
22-07 52 00,Modified Bituminous Membrane Roofing,nan
22-07 52 13,Atactic-Polypropylene-Modified Bituminous Membrane Roofing,nan
22-07 52 13-1,Cold Adhesive Applied Atactic-Polypropylene-Modified Bituminous Membrane Roofing,nan
22-07 52 13-2,Torch-Applied Atactic-Polypropylene-Modified Bituminous Membrane Roofing,nan
22-07 52 13-3,Mechanically Fastened Atactic-Polypropylene-Modified Bituminous Membrane Roofing,nan
22-07 52 16,Styrene-Butadiene-Styrene Modified Bituminous Membrane Roofing,nan
22-07 52 16-1,Cold Adhesive Styrene-Butadiene-Styrene Modified Bituminous Membrane Roofing,nan
22-07 52 16-2,Hot-Mopped Styrene-Butadiene-Styrene Modified Bituminous Membrane Roofing,nan
22-07 52 16-3,Torch-Applied Styrene-Butadiene-Styrene Modified Bituminous Membrane Roofing,nan
22-07 52 16-4,Mechanically Fastened Styrene-Butadiene-Styrene Modified Bituminous Membrane Roofing,nan
22-07 53 00,Elastomeric Membrane Roofing,nan
22-07 53 13,Chlorinated-Polyethylene Roofing,nan
22-07 53 16,Chlorosulfonate-Polyethylene Roofing,nan
22-07 53 23,Ethylene-Propylene-Diene-Monomer Roofing,nan
22-07 53 29,Polyisobutylene Roofing,nan
22-07 54 00,Thermoplastic Membrane Roofing,nan
22-07 54 13,Copolymer-Alloy Roofing,nan
22-07 54 16,Ketone Ethylene Ester Roofing,nan
22-07 54 19,Polyvinyl-Chloride Roofing,nan
22-07 54 23,Thermoplastic-Polyolefin Roofing,nan
22-07 72 33,Roof Hatches,nan
22-07 72 36,Smoke Vents,nan
22-07 72 39,Operable Roof Vents,nan
22-07 72 43,Roof Walk Boards,nan
22-07 72 46,Roof Walkways,nan
22-07 72 53,Snow Guards,nan
22-07 72 63,Waste Containment Assemblies,nan
22-07 72 73,Vegetated Roof Systems,nan
22-07 76 00,Roof Pavers,nan
22-07 76 13,Roof Ballast Pavers,nan
22-07 76 16,Roof Decking Pavers,nan
22-07 77 00,Wall Specialties,nan
22-07 80 00,Fire and Smoke Protection,nan
22-07 81 00,Applied Fire Protection,nan
22-07 81 13,Cement Aggregate Fire Protection,nan
22-07 81 16,Cementitious Fire Protection,nan
22-07 81 19,Foamed Magnesium-Oxychloride Fire Protection,nan
22-07 81 23,Intumescent Fire Protection,nan
22-07 81 26,Magnesium Cement Fire Protection,nan
22-07 81 29,Mineral-Fiber Cementitious Fire Protection,nan
22-07 81 33,Mineral-Fiber Fire Protection,nan
22-07 82 00,Board Fire Protection,nan
22-07 82 13,Calcium-Silicate Board Fire Protection,nan
22-07 82 16,Slag-Fiber Board Fire Protection,nan
